1;arms_factory;2775.00;9.90;1053.00;1.16;0
1;arms_factory;2758.00;9.85;1079.00;5.28;0
1;arms_factory;2773.00;9.80;1048.00;0.55;0
1;arms_factory;2780.00;9.90;1061.00;3.22;0
1;arms_factory;2777.00;9.90;1081.00;5.88;0
1;arms_factory;2774.00;9.80;1070.00;3.73;0
1;industrial_complex;2793.00;9.85;1064.00;3.83;0
1;industrial_complex;2781.00;9.78;1033.00;1.67;0
1;industrial_complex;2785.00;9.82;1074.00;4.33;0
1;industrial_complex;2775.00;9.93;1065.00;0.71;0
1;industrial_complex;2771.00;9.82;1053.00;3.73;0
1;industrial_complex;2760.00;9.90;1078.00;0.11;0
1;air_base;2766.00;9.88;1073.00;2.78;0
1;naval_base;2756.00;9.53;1084.00;-2.76;6561
1;naval_base;2768.00;9.70;1086.00;-3.14;6561
1;naval_base;2785.00;9.50;1088.00;-2.94;6561
1;bunker;2790.00;9.88;1064.00;1.23;0
1;bunker;2772.00;9.90;1075.00;2.78;0
1;bunker;2774.00;9.80;1051.00;0.62;0
1;bunker;2784.00;9.88;1055.00;1.83;0
1;bunker;2791.00;9.88;1074.00;5.95;0
1;bunker;2766.00;9.88;1073.00;2.68;0
1;bunker;2760.00;9.80;1082.00;3.90;0
1;bunker;2788.00;9.73;1029.00;1.73;0
1;bunker;2782.00;9.78;1032.00;4.40;0
1;bunker;2786.00;9.90;1040.00;5.96;0
1;bunker;2780.00;9.80;1038.00;2.34;0
1;bunker;2772.00;9.70;1038.00;0.18;0
1;bunker;2793.00;9.70;1046.00;1.39;0
1;coastal_bunker;2765.00;9.70;1085.00;-3.14;0
1;coastal_bunker;2781.00;9.70;1086.00;-2.94;0
1;coastal_bunker;2754.00;9.78;1080.00;-2.76;0
1;dockyard;2776.00;9.75;1086.00;-3.14;0
1;anti_air_building;2788.00;9.78;1081.00;2.85;0
1;anti_air_building;2786.00;9.80;1055.00;0.69;0
1;anti_air_building;2788.00;9.75;1030.00;1.90;0
1;synthetic_refinery;2795.00;9.80;1063.00;4.91;0
1;fuel_silo;2778.00;9.90;1067.00;1.29;0
1;radar_station;2777.00;9.90;1056.00;4.93;0
1;rocket_site;2776.00;9.93;1064.00;0.34;0
1;nuclear_reactor;2775.00;9.90;1074.00;3.36;0
2;arms_factory;2797.00;9.80;1099.00;0.55;0
2;arms_factory;2799.00;9.90;1068.00;3.22;0
2;arms_factory;2793.00;9.75;1088.00;5.88;0
2;arms_factory;2806.00;9.80;1102.00;3.73;0
2;arms_factory;2801.00;9.70;1118.00;3.83;0
2;arms_factory;2795.00;9.80;1086.00;1.67;0
2;industrial_complex;2804.00;9.80;1097.00;4.33;0
2;industrial_complex;2800.00;9.70;1114.00;0.71;0
2;industrial_complex;2803.00;9.80;1079.00;3.73;0
2;industrial_complex;2808.00;9.85;1092.00;0.11;0
2;industrial_complex;2800.00;9.70;1111.00;2.78;0
2;industrial_complex;2803.00;9.85;1076.00;5.44;0
2;air_base;2794.00;9.70;1092.00;2.17;0
2;naval_base;2795.00;9.50;1101.00;-1.82;6561
2;naval_base;2798.00;9.70;1110.00;-1.74;6561
2;naval_base;2788.00;9.50;1091.00;-1.95;6561
2;bunker;2806.00;9.80;1109.00;0.62;0
2;bunker;2800.00;9.70;1116.00;1.83;0
2;bunker;2801.00;9.80;1065.00;5.95;0
2;bunker;2797.00;9.80;1099.00;2.68;0
2;bunker;2793.00;9.70;1092.00;3.90;0
2;coastal_bunker;2800.00;9.50;1119.00;-1.74;0
2;coastal_bunker;2797.00;9.53;1104.00;-1.82;0
2;coastal_bunker;2789.00;9.50;1092.00;-1.95;0
2;dockyard;2797.00;9.75;1103.00;-1.82;0
2;anti_air_building;2809.00;9.90;1093.00;0.18;0
2;anti_air_building;2803.00;9.80;1100.00;1.39;0
2;anti_air_building;2803.00;9.85;1076.00;4.40;0
2;synthetic_refinery;2806.00;9.80;1088.00;0.79;0
2;fuel_silo;2798.00;9.78;1096.00;4.91;0
2;radar_station;2800.00;9.85;1088.00;0.58;0
2;rocket_site;2789.00;9.70;1087.00;2.85;0
2;nuclear_reactor;2807.00;9.80;1109.00;0.69;0
3;arms_factory;2831.00;10.60;1130.00;5.88;0
3;arms_factory;2819.00;10.07;1126.00;3.73;0
3;arms_factory;2831.00;10.60;1126.00;3.83;0
3;arms_factory;2836.00;10.60;1128.00;1.67;0
3;arms_factory;2818.00;10.05;1125.00;4.33;0
3;arms_factory;2842.00;10.82;1137.00;0.71;0
3;industrial_complex;2822.00;10.10;1122.00;3.73;0
3;industrial_complex;2817.00;10.03;1124.00;0.11;0
3;industrial_complex;2842.00;10.73;1134.00;2.78;0
3;industrial_complex;2820.00;10.10;1121.00;5.44;0
3;industrial_complex;2815.00;10.00;1123.00;2.17;0
3;industrial_complex;2820.00;10.20;1118.00;4.84;0
3;air_base;2817.00;10.07;1120.00;1.23;0
3;naval_base;2806.00;9.75;1131.00;-2.11;6561
3;naval_base;2809.00;9.50;1137.00;-2.28;6561
3;bunker;2828.00;10.40;1118.00;1.83;0
3;bunker;2811.00;9.80;1140.00;5.95;0
3;bunker;2811.00;9.90;1121.00;2.68;0
3;bunker;2827.00;10.50;1135.00;3.90;0
3;bunker;2842.00;10.70;1132.00;1.73;0
3;bunker;2834.00;10.40;1118.00;4.40;0
3;coastal_bunker;2802.00;9.50;1124.00;-2.11;0
3;coastal_bunker;2807.00;9.75;1134.00;-2.28;0
3;dockyard;2806.00;9.50;1134.00;-2.28;0
3;anti_air_building;2812.00;9.93;1121.00;1.39;0
3;anti_air_building;2808.00;9.80;1124.00;4.40;0
3;anti_air_building;2831.00;10.45;1123.00;0.79;0
3;synthetic_refinery;2811.00;9.90;1119.00;4.91;0
3;fuel_silo;2814.00;9.85;1134.00;0.18;0
3;radar_station;2826.00;10.48;1127.00;4.62;0
3;rocket_site;2839.00;10.55;1123.00;0.69;0
3;nuclear_reactor;2811.00;9.80;1133.00;1.90;0
4;arms_factory;2816.00;9.90;1097.00;3.83;0
4;arms_factory;2817.00;9.90;1059.00;1.67;0
4;arms_factory;2840.00;10.20;1101.00;4.33;0
4;arms_factory;2840.00;10.30;1111.00;0.71;0
4;arms_factory;2814.00;9.80;1098.00;3.73;0
4;arms_factory;2809.00;9.75;1061.00;0.11;0
4;industrial_complex;2823.00;9.90;1063.00;2.78;0
4;industrial_complex;2812.00;9.88;1103.00;5.44;0
4;industrial_complex;2833.00;10.05;1070.00;2.17;0
4;industrial_complex;2828.00;10.15;1107.00;4.84;0
4;industrial_complex;2817.00;9.80;1065.00;1.23;0
4;industrial_complex;2820.00;9.95;1082.00;2.78;0
4;air_base;2852.00;10.88;1121.00;0.62;0
4;bunker;2813.00;9.90;1079.00;1.83;0
4;bunker;2817.00;9.88;1098.00;5.95;0
4;bunker;2809.00;9.75;1068.00;2.68;0
4;bunker;2829.00;10.23;1107.00;3.90;0
4;bunker;2819.00;9.90;1074.00;1.73;0
4;bunker;2850.00;10.68;1117.00;4.40;0
4;bunker;2844.00;10.18;1103.00;5.96;0
4;bunker;2816.00;9.80;1064.00;2.34;0
4;bunker;2828.00;10.05;1085.00;0.18;0
4;bunker;2831.00;10.03;1069.00;1.39;0
4;bunker;2816.00;9.93;1103.00;4.40;0
4;anti_air_building;2807.00;9.80;1075.00;0.79;0
4;anti_air_building;2821.00;10.00;1099.00;4.91;0
4;anti_air_building;2823.00;10.00;1080.00;0.18;0
4;synthetic_refinery;2827.00;10.10;1087.00;2.85;0
4;fuel_silo;2816.00;10.00;1106.00;0.69;0
4;radar_station;2832.00;10.25;1089.00;2.76;0
4;rocket_site;2812.00;9.70;1065.00;4.91;0
4;nuclear_reactor;2831.00;10.20;1088.00;1.29;0
5;arms_factory;2876.00;9.95;1084.00;4.33;0
5;arms_factory;2896.00;10.10;1041.00;0.71;0
5;arms_factory;2843.00;9.78;1035.00;3.73;0
5;arms_factory;2846.00;10.30;1091.00;0.11;0
5;arms_factory;2847.00;10.10;1055.00;2.78;0
5;arms_factory;2885.00;9.80;1059.00;5.44;0
5;industrial_complex;2903.00;10.10;1031.00;2.17;0
5;industrial_complex;2864.00;9.78;1024.00;4.84;0
5;industrial_complex;2901.00;9.90;1080.00;1.23;0
5;industrial_complex;2867.00;10.35;1064.00;2.78;0
5;industrial_complex;2840.00;9.85;1051.00;0.62;0
5;industrial_complex;2865.00;10.23;1092.00;1.83;0
5;air_base;2895.00;10.05;1093.00;5.95;0
5;bunker;2886.00;9.90;1068.00;2.68;0
5;bunker;2881.00;10.70;1102.00;3.90;0
5;bunker;2856.00;10.15;1072.00;1.73;0
5;bunker;2841.00;9.80;1023.00;4.40;0
5;bunker;2893.00;10.10;1040.00;5.96;0
5;bunker;2846.00;10.00;1058.00;2.34;0
5;bunker;2852.00;10.05;1049.00;0.18;0
5;bunker;2868.00;10.28;1093.00;1.39;0
5;bunker;2900.00;9.80;1072.00;4.40;0
5;bunker;2912.00;9.80;1081.00;0.79;0
5;bunker;2891.00;10.15;1093.00;4.91;0
5;bunker;2844.00;9.98;1047.00;0.18;0
5;bunker;2898.00;9.80;1089.00;2.85;0
5;bunker;2872.00;10.15;1053.00;0.69;0
5;bunker;2868.00;10.10;1079.00;1.90;0
5;bunker;2884.00;10.05;1027.00;4.91;0
5;bunker;2857.00;9.88;1044.00;1.29;0
5;bunker;2897.00;9.80;1076.00;3.96;0
5;bunker;2882.00;10.20;1041.00;0.34;0
5;bunker;2854.00;10.30;1094.00;3.36;0
5;bunker;2860.00;9.80;1024.00;4.57;0
5;bunker;2844.00;10.30;1092.00;2.41;0
5;bunker;2843.00;10.10;1081.00;0.25;0
5;anti_air_building;2850.00;9.80;1044.00;0.35;0
5;anti_air_building;2864.00;9.80;1041.00;4.47;0
5;anti_air_building;2852.00;10.38;1080.00;0.85;0
5;synthetic_refinery;2854.00;10.32;1098.00;3.87;0
5;fuel_silo;2896.00;9.82;1063.00;5.08;0
5;radar_station;2875.00;10.10;1064.00;4.40;0
5;rocket_site;2869.00;9.90;1028.00;5.58;0
5;nuclear_reactor;2898.00;9.88;1083.00;0.86;0
6;arms_factory;2940.00;10.00;1031.00;3.73;0
6;arms_factory;2957.00;10.28;1049.00;0.11;0
6;arms_factory;2922.00;10.10;1041.00;2.78;0
6;arms_factory;2933.00;9.70;1023.00;5.44;0
6;arms_factory;2956.00;10.30;1047.00;2.17;0
6;arms_factory;2931.00;9.82;1029.00;4.84;0
6;industrial_complex;2929.00;9.90;1074.00;1.23;0
6;industrial_complex;2929.00;9.70;1057.00;2.78;0
6;industrial_complex;2928.00;9.80;1024.00;0.62;0
6;industrial_complex;2921.00;9.80;1074.00;1.83;0
6;industrial_complex;2940.00;10.00;1038.00;5.95;0
6;industrial_complex;2916.00;9.80;1056.00;2.68;0
6;air_base;2929.00;9.82;1065.00;3.90;0
6;naval_base;2935.00;9.53;1022.00;-0.54;548
6;naval_base;2956.00;9.50;1021.00;0.24;548
6;naval_base;2919.00;9.50;1022.00;-0.61;548
6;bunker;2931.00;9.82;1029.00;2.34;0
6;bunker;2920.00;10.10;1041.00;0.18;0
6;bunker;2965.00;10.30;1046.00;1.39;0
6;bunker;2954.00;10.10;1033.00;4.40;0
6;bunker;2933.00;9.78;1053.00;0.79;0
6;bunker;2959.00;10.20;1054.00;4.91;0
6;bunker;2915.00;10.05;1042.00;0.18;0
6;bunker;2955.00;10.28;1046.00;2.85;0
6;bunker;2924.00;9.88;1062.00;0.69;0
6;bunker;2948.00;9.90;1027.00;1.90;0
6;bunker;2929.00;9.90;1075.00;4.91;0
6;coastal_bunker;2918.00;9.53;1022.00;-0.61;0
6;coastal_bunker;2929.00;9.50;1022.00;-0.54;0
6;coastal_bunker;2954.00;9.50;1021.00;0.24;0
6;dockyard;2952.00;9.50;1021.00;0.24;0
6;anti_air_building;2943.00;9.85;1024.00;4.57;0
6;anti_air_building;2929.00;9.88;1050.00;2.41;0
6;anti_air_building;2935.00;9.90;1030.00;0.25;0
6;synthetic_refinery;2921.00;9.80;1077.00;0.35;0
6;fuel_silo;2929.00;9.95;1043.00;4.47;0
6;radar_station;2937.00;9.85;1053.00;2.23;0
6;rocket_site;2958.00;10.23;1058.00;3.87;0
6;nuclear_reactor;2931.00;9.90;1040.00;5.08;0
7;arms_factory;2989.00;10.18;1066.00;2.78;0
7;arms_factory;2966.00;9.80;1024.00;5.44;0
7;arms_factory;3013.00;9.80;1053.00;2.17;0
7;arms_factory;2997.00;9.75;1025.00;4.84;0
7;arms_factory;2980.00;9.93;1055.00;1.23;0
7;arms_factory;2990.00;9.80;1055.00;2.78;0
7;industrial_complex;2966.00;9.75;1023.00;0.62;0
7;industrial_complex;3006.00;9.98;1053.00;1.83;0
7;industrial_complex;3009.00;9.90;1056.00;5.95;0
7;industrial_complex;2980.00;9.95;1054.00;2.68;0
7;industrial_complex;2999.00;9.80;1054.00;3.90;0
7;industrial_complex;2992.00;9.80;1057.00;1.73;0
7;air_base;3010.00;9.88;1052.00;4.40;0
7;naval_base;2964.00;9.50;1021.00;-0.20;548
7;naval_base;2976.00;9.50;1022.00;0.24;548
7;naval_base;2993.00;9.50;1024.00;0.14;4414
7;naval_base;3028.00;9.70;1040.00;-4.25;20661
7;naval_base;3027.00;9.50;1024.00;0.32;4414
7;naval_base;3006.00;9.50;1024.00;0.32;4414
7;naval_base;3022.00;9.70;1053.00;1.57;20661
7;naval_base;3003.00;9.50;1024.00;-0.11;4414
7;naval_base;3021.00;9.50;1024.00;0.14;4414
7;bunker;3004.00;9.90;1046.00;0.69;0
7;bunker;3021.00;9.80;1037.00;1.90;0
7;bunker;2995.00;9.80;1028.00;4.91;0
7;bunker;2976.00;10.30;1042.00;1.29;0
7;bunker;2980.00;9.90;1059.00;3.96;0
7;bunker;2993.00;9.90;1044.00;0.34;0
7;bunker;3010.00;9.90;1036.00;3.36;0
7;bunker;2964.00;10.20;1036.00;4.57;0
7;bunker;3012.00;9.80;1048.00;2.41;0
7;bunker;3001.00;9.82;1055.00;0.25;0
7;bunker;3019.00;9.80;1047.00;0.35;0
7;bunker;2975.00;9.80;1028.00;4.47;0
7;bunker;2990.00;9.82;1059.00;0.85;0
7;bunker;3023.00;9.75;1037.00;3.87;0
