2;890.00;9.50;1581.00;big
2;1838.00;9.50;1414.00;big
3;626.00;10.48;309.00;big
3;636.00;10.10;244.00;big
4;712.00;12.93;296.00;big
4;780.00;12.65;326.00;big
5;771.00;11.35;404.00;big
5;665.00;13.12;393.00;big
6;869.00;11.65;412.00;big
6;895.00;10.95;466.00;big
7;802.00;12.93;477.00;big
7;848.00;11.73;500.00;big
8;674.00;14.43;498.00;big
8;735.00;12.82;480.00;big
9;661.00;10.60;574.00;big
9;678.00;11.30;625.00;big
10;751.00;10.90;550.00;big
10;745.00;11.00;605.00;big
11;848.00;13.20;565.00;big
11;899.00;12.90;543.00;big
12;791.00;11.28;594.00;big
12;820.00;11.30;623.00;big
13;1029.00;11.15;631.00;big
13;962.00;10.50;588.00;big
14;965.00;15.75;636.00;big
14;969.00;14.00;691.00;big
15;906.00;12.03;631.00;big
15;894.00;10.70;668.00;big
16;936.00;11.10;322.00;big
16;967.00;10.20;382.00;big
17;728.00;11.07;676.00;big
17;804.00;11.85;695.00;big
18;880.00;10.15;838.00;big
18;903.00;10.50;748.00;big
19;1108.00;10.10;931.00;big
19;1034.00;12.30;772.00;big
20;821.00;9.80;978.00;big
20;1010.00;9.85;1024.00;big
21;740.00;10.20;786.00;big
21;656.00;10.85;819.00;big
22;568.00;10.55;724.00;big
22;651.00;13.28;695.00;big
23;554.00;10.30;826.00;big
23;460.00;12.00;813.00;big
24;490.00;10.20;936.00;big
24;574.00;12.80;991.00;big
25;683.00;9.60;986.00;big
25;647.00;12.38;903.00;big
26;438.00;10.50;691.00;big
26;391.00;10.15;605.00;big
27;441.00;15.50;502.00;big
27;525.00;19.77;391.00;big
28;540.00;9.98;156.00;big
28;528.00;12.75;245.00;big
29;5119.00;10.53;334.00;big
29;5227.00;10.88;475.00;big
30;4637.00;10.68;557.00;big
30;4457.00;9.90;606.00;big
31;4188.00;10.35;197.00;big
31;4114.00;10.70;214.00;big
32;4036.00;10.10;311.00;big
32;3947.00;10.20;259.00;big
33;4192.00;9.90;370.00;big
33;4129.00;10.05;439.00;big
34;2932.00;9.80;391.00;big
34;3128.00;10.30;198.00;big
36;2087.00;11.15;547.00;big
36;2295.00;11.20;450.00;big
37;2404.00;9.90;844.00;big
37;2288.00;9.50;692.00;big
38;2677.00;10.05;898.00;big
38;2530.00;10.12;953.00;big
39;2852.00;10.70;954.00;big
39;2970.00;11.07;843.00;big
40;2595.00;9.90;596.00;big
40;2753.00;10.98;727.00;big
41;2770.00;9.75;1052.00;big
41;2727.00;10.10;1025.00;big
42;2849.00;10.60;1115.00;big
42;2980.00;10.23;1078.00;big
43;2929.00;11.10;1191.00;big
43;3017.00;10.60;1177.00;big
44;3190.00;11.10;1065.00;big
44;3104.00;10.73;1106.00;big
45;3275.00;10.40;1143.00;big
45;3326.00;12.45;1071.00;big
46;3290.00;10.68;1007.00;big
46;3411.00;10.80;1020.00;big
47;3496.00;10.28;1107.00;big
47;3539.00;10.25;1040.00;big
48;3369.00;12.38;1161.00;big
48;3446.00;10.10;1180.00;big
49;3172.00;11.00;1250.00;big
49;3298.00;10.70;1264.00;big
50;3510.00;10.80;1340.00;big
50;3323.00;9.82;1398.00;big
51;3028.00;10.80;1413.00;big
51;3134.00;10.00;1386.00;big
52;2944.00;11.18;1298.00;big
52;3009.00;11.30;1268.00;big
53;2942.00;11.00;1374.00;big
53;2890.00;10.45;1379.00;big
54;2912.00;11.75;1446.00;big
54;2960.00;10.40;1485.00;big
55;2880.00;11.85;1494.00;big
55;2822.00;9.95;1505.00;big
56;2835.00;11.23;1449.00;big
56;2793.00;10.78;1413.00;big
57;2744.00;11.53;1480.00;big
57;2731.00;11.48;1426.00;big
58;2662.00;10.73;1494.00;big
58;2644.00;11.00;1453.00;big
59;2611.00;11.70;1393.00;big
59;2677.00;12.60;1390.00;big
60;2623.00;10.30;1301.00;big
60;2662.00;11.10;1335.00;big
61;2564.00;10.70;1316.00;big
61;2495.00;10.50;1362.00;big
62;2450.00;10.95;1438.00;big
62;2349.00;10.57;1418.00;big
63;2402.00;10.60;1365.00;big
63;2326.00;10.18;1361.00;big
64;2453.00;10.35;1303.00;big
64;2483.00;9.80;1228.00;big
65;2353.00;9.80;1267.00;big
65;2387.00;10.25;1182.00;big
66;2566.00;9.98;1429.00;big
66;2516.00;11.70;1417.00;big
67;3603.00;11.60;984.00;big
67;3586.00;10.25;913.00;big
68;3510.00;11.93;934.00;big
68;3445.00;9.57;914.00;big
69;3612.00;9.90;1050.00;big
69;3704.00;9.98;1002.00;big
70;3718.00;10.85;950.00;big
70;3650.00;10.80;919.00;big
71;3832.00;10.70;996.00;big
71;3842.00;10.60;842.00;big
73;3561.00;10.57;826.00;big
73;3526.00;11.10;735.00;big
79;2554.00;10.10;1467.00;big
79;2499.00;11.75;1484.00;big
80;2459.00;10.18;1550.00;big
80;2459.00;11.05;1515.00;big
81;2543.00;10.93;1530.00;big
81;2505.00;10.32;1551.00;big
82;2572.00;11.20;1509.00;big
82;2610.00;11.62;1503.00;big
83;2566.00;10.15;1588.00;big
83;2543.00;10.10;1565.00;big
84;2639.00;10.20;1681.00;big
84;2606.00;10.57;1617.00;big
85;2689.00;11.30;1542.00;big
85;2684.00;12.20;1603.00;big
86;2359.00;10.80;1531.00;big
86;2417.00;10.80;1542.00;big
87;2421.00;11.00;1479.00;big
87;2377.00;11.10;1483.00;big
88;2322.00;10.90;1496.00;big
88;2332.00;10.80;1461.00;big
89;2309.00;10.05;1540.00;big
89;2299.00;9.90;1522.00;big
90;2590.00;11.60;1546.00;big
90;2612.00;11.45;1568.00;big
91;2942.00;12.50;1624.00;big
91;2976.00;11.10;1568.00;big
92;3045.00;12.32;1531.00;big
92;3105.00;11.20;1621.00;big
93;3235.00;12.62;1516.00;big
93;3251.00;10.70;1772.00;big
94;3127.00;10.20;1749.00;big
94;3040.00;10.40;1739.00;big
95;3003.00;11.78;1683.00;big
95;2926.00;12.18;1709.00;big
96;2970.00;10.78;1797.00;big
96;2943.00;9.90;1764.00;big
97;2823.00;10.35;1793.00;big
97;2886.00;9.75;1797.00;big
98;2963.00;9.85;1870.00;big
98;3042.00;10.30;1857.00;big
99;2469.00;10.12;1727.00;big
99;2332.00;9.88;1858.00;big
100;2767.00;10.68;1541.00;big
100;2805.00;11.23;1554.00;big
101;2888.00;12.10;1562.00;big
101;2841.00;11.53;1579.00;big
102;2766.00;11.05;1590.00;big
102;2747.00;10.93;1624.00;big
103;2826.00;11.70;1625.00;big
103;2813.00;11.07;1604.00;big
104;2713.00;11.98;1655.00;big
104;2728.00;10.12;1700.00;big
105;2878.00;11.40;1616.00;big
105;2865.00;11.43;1650.00;big
106;2796.00;11.00;1711.00;big
106;2859.00;10.65;1701.00;big
107;2812.00;10.82;1654.00;big
107;2783.00;11.10;1628.00;big
109;3706.00;11.48;1459.00;big
109;3615.00;11.10;1471.00;big
